date,home_team,away_team,home_gf,away_gf,home_xg_pct,home_cf_pct,away_xg_pct,away_cf_pct,home_goals_for,home_goals_against,away_goals_for,away_goals_against,season
2025-11-18,NJD,DET,4,3,0.53,0.52,0.49,0.48,240.0,220.0,235.0,259.0,20252026
2025-11-18,NYR,STL,3,2,0.48,0.5,0.49,0.49,255.0,255.0,250.0,231.0,20252026
2025-11-18,WSH,CBJ,5,1,0.52,0.5,0.48,0.49,286.0,229.0,267.0,267.0,20252026
2025-11-18,NSH,FLA,3,8,0.51,0.52,0.55,0.56,212.0,274.0,246.0,223.0,20252026
2025-11-18,UTA,VGK,5,1,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-11-18,LAK,OTT,2,1,0.54,0.53,0.5,0.51,249.0,203.0,242.0,232.0,20252026
2025-11-19,EDM,DAL,3,8,0.55,0.54,0.52,0.5,259.0,235.0,275.0,222.0,20252026
2025-11-20,DET,NSH,3,6,0.49,0.48,0.51,0.52,235.0,259.0,212.0,274.0,20252026
2025-11-20,TBL,CGY,5,1,0.53,0.51,0.49,0.51,292.0,216.0,220.0,236.0,20252026
2025-11-20,FLA,PHI,2,4,0.55,0.56,0.51,0.48,246.0,223.0,232.0,283.0,20252026
2025-11-20,NJD,STL,3,2,0.53,0.52,0.49,0.49,240.0,220.0,250.0,231.0,20252026
2025-11-20,NYI,BOS,1,3,0.48,0.5,0.48,0.48,222.0,257.0,222.0,271.0,20252026
2025-11-20,PIT,BUF,4,2,0.49,0.5,0.48,0.5,242.0,287.0,265.0,287.0,20252026
2025-11-20,WSH,WPG,4,3,0.52,0.5,0.53,0.5,286.0,229.0,275.0,190.0,20252026
2025-11-20,CAR,NYR,2,4,0.55,0.59,0.48,0.5,266.0,230.0,255.0,255.0,20252026
2025-11-20,CBJ,TOR,1,2,0.48,0.49,0.49,0.47,267.0,267.0,267.0,229.0,20252026
2025-11-20,CHI,MIN,3,4,0.43,0.44,0.5,0.48,224.0,292.0,225.0,236.0,20252026
2025-11-20,COL,SJS,6,0,0.53,0.54,0.43,0.46,273.0,231.0,208.0,310.0,20252026
2025-11-20,UTA,MTL,3,4,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-11-20,VGK,OTT,3,4,0.54,0.51,0.5,0.51,274.0,214.0,242.0,232.0,20252026
2025-11-20,ANA,VAN,4,5,0.45,0.46,0.49,0.49,217.0,261.0,233.0,251.0,20252026
2025-11-20,SEA,DAL,2,3,0.47,0.48,0.52,0.5,245.0,262.0,275.0,222.0,20252026
2025-11-22,DET,TBL,3,6,0.49,0.48,0.53,0.51,235.0,259.0,292.0,216.0,20252026
2025-11-22,BOS,NYR,2,6,0.48,0.48,0.48,0.5,222.0,271.0,255.0,255.0,20252026
2025-11-22,MIN,COL,3,2,0.5,0.48,0.53,0.54,225.0,236.0,273.0,231.0,20252026
2025-11-22,BUF,NJD,0,5,0.48,0.5,0.53,0.52,265.0,287.0,240.0,220.0,20252026
2025-11-22,FLA,CGY,3,5,0.55,0.56,0.49,0.51,246.0,223.0,220.0,236.0,20252026
2025-11-22,NYI,PHI,3,4,0.48,0.5,0.51,0.48,222.0,257.0,232.0,283.0,20252026
2025-11-22,STL,OTT,4,3,0.49,0.49,0.5,0.51,250.0,231.0,242.0,232.0,20252026
2025-11-22,VGK,MTL,1,4,0.54,0.51,0.46,0.47,274.0,214.0,243.0,261.0,20252026
2025-11-22,ANA,LAK,5,4,0.45,0.46,0.54,0.53,217.0,261.0,249.0,203.0,20252026
2025-11-22,SJS,VAN,3,2,0.43,0.46,0.49,0.49,208.0,310.0,233.0,251.0,20252026
2025-11-22,WSH,TOR,4,2,0.52,0.5,0.49,0.47,286.0,229.0,267.0,229.0,20252026
2025-11-22,CAR,WPG,5,1,0.55,0.59,0.53,0.5,266.0,230.0,275.0,190.0,20252026
2025-11-22,CBJ,PIT,3,4,0.48,0.49,0.49,0.5,267.0,267.0,242.0,287.0,20252026
2025-11-22,CHI,NSH,3,4,0.43,0.44,0.51,0.52,224.0,292.0,212.0,274.0,20252026
2025-11-22,DAL,UTA,4,3,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-11-23,NYR,TBL,1,4,0.48,0.5,0.53,0.51,255.0,255.0,292.0,216.0,20252026
2025-11-23,COL,MTL,7,2,0.53,0.54,0.46,0.47,273.0,231.0,243.0,261.0,20252026
2025-11-23,SEA,EDM,0,4,0.47,0.48,0.55,0.54,245.0,262.0,259.0,235.0,20252026
2025-11-23,BOS,DET,3,2,0.48,0.48,0.49,0.48,222.0,271.0,235.0,259.0,20252026
2025-11-23,NJD,PHI,3,5,0.53,0.52,0.51,0.48,240.0,220.0,232.0,283.0,20252026
2025-11-23,PIT,TOR,2,7,0.49,0.5,0.49,0.47,242.0,287.0,267.0,229.0,20252026
2025-11-23,NSH,WPG,2,5,0.51,0.52,0.53,0.5,212.0,274.0,275.0,190.0,20252026
2025-11-23,STL,UTA,1,0,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-11-23,MIN,BUF,2,3,0.5,0.48,0.48,0.5,225.0,236.0,265.0,287.0,20252026
2025-11-23,VGK,SJS,4,3,0.54,0.51,0.43,0.46,274.0,214.0,208.0,310.0,20252026
2025-11-23,LAK,VAN,2,1,0.54,0.53,0.49,0.49,249.0,203.0,233.0,251.0,20252026
2025-11-24,NYI,WSH,1,4,0.48,0.5,0.52,0.5,222.0,257.0,286.0,229.0,20252026
2025-11-24,CHI,ANA,5,3,0.43,0.44,0.45,0.46,224.0,292.0,217.0,261.0,20252026
2025-11-24,CAR,CGY,1,0,0.55,0.59,0.49,0.51,266.0,230.0,220.0,236.0,20252026
2025-11-24,DAL,OTT,6,1,0.52,0.5,0.5,0.51,275.0,222.0,242.0,232.0,20252026
2025-11-25,NJD,CBJ,3,5,0.53,0.52,0.48,0.49,240.0,220.0,267.0,267.0,20252026
2025-11-25,PHI,PIT,1,5,0.51,0.48,0.49,0.5,232.0,283.0,242.0,287.0,20252026
2025-11-25,BUF,WPG,5,1,0.48,0.5,0.53,0.5,265.0,287.0,275.0,190.0,20252026
2025-11-25,STL,ANA,1,4,0.49,0.49,0.45,0.46,250.0,231.0,217.0,261.0,20252026
2025-11-25,SJS,UTA,6,3,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-11-26,MTL,OTT,2,5,0.46,0.47,0.5,0.51,243.0,261.0,242.0,232.0,20252026
2025-11-26,DET,BOS,5,4,0.49,0.48,0.48,0.48,235.0,259.0,222.0,271.0,20252026
2025-11-26,NYI,TBL,2,1,0.48,0.5,0.53,0.51,222.0,257.0,292.0,216.0,20252026
2025-11-26,NYR,DAL,3,2,0.48,0.5,0.52,0.5,255.0,255.0,275.0,222.0,20252026
2025-11-26,FLA,TOR,1,4,0.55,0.56,0.49,0.47,246.0,223.0,267.0,229.0,20252026
2025-11-26,NSH,CGY,5,1,0.51,0.52,0.49,0.51,212.0,274.0,220.0,236.0,20252026
2025-11-26,COL,VAN,3,1,0.53,0.54,0.49,0.49,273.0,231.0,233.0,251.0,20252026
2025-11-26,EDM,MIN,0,1,0.55,0.54,0.5,0.48,259.0,235.0,225.0,236.0,20252026
2025-11-26,VGK,CHI,4,3,0.54,0.51,0.43,0.44,274.0,214.0,224.0,292.0,20252026
2025-11-26,LAK,WSH,1,3,0.54,0.53,0.52,0.5,249.0,203.0,286.0,229.0,20252026
2025-11-27,NJD,DAL,0,3,0.53,0.52,0.52,0.5,240.0,220.0,275.0,222.0,20252026
2025-11-27,MTL,WPG,3,2,0.46,0.47,0.53,0.5,243.0,261.0,275.0,190.0,20252026
2025-11-27,PHI,BUF,5,2,0.51,0.48,0.48,0.5,232.0,283.0,265.0,287.0,20252026
2025-11-27,ANA,UTA,0,7,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-11-27,SJS,WSH,1,7,0.43,0.46,0.52,0.5,208.0,310.0,286.0,229.0,20252026
2025-11-28,BOS,STL,5,2,0.48,0.48,0.49,0.49,222.0,271.0,250.0,231.0,20252026
2025-11-28,OTT,NYR,2,4,0.5,0.51,0.48,0.5,242.0,232.0,255.0,255.0,20252026
2025-11-28,TBL,PIT,3,4,0.53,0.51,0.49,0.5,292.0,216.0,242.0,287.0,20252026
2025-11-28,FLA,NSH,1,2,0.55,0.56,0.51,0.52,246.0,223.0,212.0,274.0,20252026
2025-11-28,NYI,COL,6,3,0.48,0.5,0.53,0.54,222.0,257.0,273.0,231.0,20252026
2025-11-28,CAR,TOR,1,5,0.55,0.59,0.49,0.47,266.0,230.0,267.0,229.0,20252026
2025-11-28,CBJ,DET,6,5,0.48,0.49,0.49,0.48,267.0,267.0,235.0,259.0,20252026
2025-11-28,CGY,MIN,4,1,0.49,0.51,0.5,0.48,220.0,236.0,225.0,236.0,20252026
2025-11-28,EDM,SEA,9,4,0.55,0.54,0.47,0.48,259.0,235.0,245.0,262.0,20252026
2025-11-28,LAK,CHI,1,2,0.54,0.53,0.43,0.44,249.0,203.0,224.0,292.0,20252026
2025-11-29,NJD,VGK,0,3,0.53,0.52,0.54,0.51,240.0,220.0,274.0,214.0,20252026
2025-11-29,WPG,BUF,4,1,0.53,0.5,0.48,0.5,275.0,190.0,265.0,287.0,20252026
2025-11-29,DAL,SJS,4,1,0.52,0.5,0.43,0.46,275.0,222.0,208.0,310.0,20252026
2025-11-29,VAN,UTA,1,4,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-11-29,ANA,WSH,4,3,0.45,0.46,0.52,0.5,217.0,261.0,286.0,229.0,20252026
2025-11-30,NYR,COL,2,3,0.48,0.5,0.53,0.54,255.0,255.0,273.0,231.0,20252026
2025-11-30,FLA,CBJ,7,6,0.55,0.56,0.48,0.49,246.0,223.0,267.0,267.0,20252026
2025-11-30,BOS,NJD,4,1,0.48,0.48,0.53,0.52,222.0,271.0,240.0,220.0,20252026
2025-11-30,TOR,MTL,1,2,0.49,0.47,0.46,0.47,267.0,229.0,243.0,261.0,20252026
2025-11-30,OTT,STL,1,2,0.5,0.51,0.49,0.49,242.0,232.0,250.0,231.0,20252026
2025-11-30,TBL,NYI,0,2,0.53,0.51,0.48,0.5,292.0,216.0,222.0,257.0,20252026
2025-11-30,CAR,NSH,6,3,0.55,0.59,0.51,0.52,266.0,230.0,212.0,274.0,20252026
2025-11-30,CGY,UTA,2,0,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-11-30,LAK,CHI,6,0,0.54,0.53,0.43,0.44,249.0,203.0,224.0,292.0,20252026
2025-11-30,EDM,WPG,6,2,0.55,0.54,0.53,0.5,259.0,235.0,275.0,190.0,20252026
2025-11-30,VAN,MIN,4,2,0.49,0.49,0.5,0.48,233.0,251.0,225.0,236.0,20252026
2025-11-30,SEA,DET,3,4,0.47,0.48,0.49,0.48,245.0,262.0,235.0,259.0,20252026
2025-12-01,PHI,COL,2,3,0.51,0.48,0.53,0.54,232.0,283.0,273.0,231.0,20252026
2025-12-01,FLA,NYI,4,1,0.55,0.56,0.48,0.5,246.0,223.0,222.0,257.0,20252026
2025-12-01,CAR,SJS,1,4,0.55,0.59,0.43,0.46,266.0,230.0,208.0,310.0,20252026
2025-12-01,DAL,PIT,3,2,0.52,0.5,0.49,0.5,275.0,222.0,242.0,287.0,20252026
2025-12-01,MTL,STL,3,4,0.46,0.47,0.49,0.49,243.0,261.0,250.0,231.0,20252026
2025-12-01,NYR,VGK,2,3,0.48,0.5,0.54,0.51,255.0,255.0,274.0,214.0,20252026
2025-12-01,WSH,CBJ,2,0,0.52,0.5,0.48,0.49,286.0,229.0,267.0,267.0,20252026
2025-12-01,ANA,CHI,7,1,0.45,0.46,0.43,0.44,217.0,261.0,224.0,292.0,20252026
2025-12-02,TOR,TBL,2,0,0.49,0.47,0.53,0.51,267.0,229.0,292.0,216.0,20252026
2025-12-02,UTA,LAK,2,4,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-02,CGY,BUF,7,4,0.49,0.51,0.48,0.5,220.0,236.0,265.0,287.0,20252026
2025-12-02,VAN,DET,0,4,0.49,0.49,0.49,0.48,233.0,251.0,235.0,259.0,20252026
2025-12-02,SEA,MIN,1,4,0.47,0.48,0.5,0.48,245.0,262.0,225.0,236.0,20252026
2025-12-03,MTL,TBL,1,6,0.46,0.47,0.53,0.51,243.0,261.0,292.0,216.0,20252026
2025-12-03,OTT,NJD,3,4,0.5,0.51,0.53,0.52,242.0,232.0,240.0,220.0,20252026
2025-12-03,NYI,VGK,5,4,0.48,0.5,0.54,0.51,222.0,257.0,274.0,214.0,20252026
2025-12-03,PHI,SJS,4,1,0.51,0.48,0.43,0.46,232.0,283.0,208.0,310.0,20252026
2025-12-03,PIT,ANA,3,4,0.49,0.5,0.45,0.46,242.0,287.0,217.0,261.0,20252026
2025-12-03,CAR,CBJ,4,1,0.55,0.59,0.48,0.49,266.0,230.0,267.0,267.0,20252026
2025-12-03,STL,BOS,2,5,0.49,0.49,0.48,0.48,250.0,231.0,222.0,271.0,20252026
2025-12-03,WPG,DAL,3,4,0.53,0.5,0.52,0.5,275.0,190.0,275.0,222.0,20252026
2025-12-03,EDM,BUF,3,4,0.55,0.54,0.48,0.5,259.0,235.0,265.0,287.0,20252026
2025-12-03,NSH,COL,4,3,0.51,0.52,0.53,0.54,212.0,274.0,273.0,231.0,20252026
2025-12-04,CHI,NYR,3,0,0.43,0.44,0.48,0.5,224.0,292.0,255.0,255.0,20252026
2025-12-04,CGY,DET,3,4,0.49,0.51,0.49,0.48,220.0,236.0,235.0,259.0,20252026
2025-12-04,UTA,FLA,3,4,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-04,SEA,LAK,3,2,0.47,0.48,0.54,0.53,245.0,262.0,249.0,203.0,20252026
2025-12-05,TOR,SJS,2,3,0.49,0.47,0.43,0.46,267.0,229.0,208.0,310.0,20252026
2025-12-05,NJD,TBL,4,8,0.53,0.52,0.53,0.51,240.0,220.0,292.0,216.0,20252026
2025-12-05,NYI,ANA,5,2,0.48,0.5,0.45,0.46,222.0,257.0,217.0,261.0,20252026
2025-12-05,PHI,VGK,2,3,0.51,0.48,0.54,0.51,232.0,283.0,274.0,214.0,20252026
2025-12-05,PIT,MTL,2,4,0.49,0.5,0.46,0.47,242.0,287.0,243.0,261.0,20252026
2025-12-05,WSH,CAR,2,3,0.52,0.5,0.55,0.59,286.0,229.0,266.0,230.0,20252026
2025-12-05,CBJ,OTT,3,6,0.48,0.49,0.5,0.51,267.0,267.0,242.0,232.0,20252026
2025-12-05,NSH,STL,7,2,0.51,0.52,0.49,0.49,212.0,274.0,250.0,231.0,20252026
2025-12-05,MIN,DAL,5,2,0.5,0.48,0.52,0.5,225.0,236.0,275.0,222.0,20252026
2025-12-05,WPG,BOS,3,6,0.53,0.5,0.48,0.48,275.0,190.0,222.0,271.0,20252026
2025-12-05,EDM,DET,4,1,0.55,0.54,0.49,0.48,259.0,235.0,235.0,259.0,20252026
2025-12-05,COL,FLA,6,2,0.53,0.54,0.55,0.56,273.0,231.0,246.0,223.0,20252026
2025-12-05,VAN,BUF,2,3,0.49,0.49,0.48,0.5,233.0,251.0,265.0,287.0,20252026
2025-12-06,STL,CHI,3,2,0.49,0.49,0.43,0.44,250.0,231.0,224.0,292.0,20252026
2025-12-06,UTA,SEA,5,3,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-07,NJD,ANA,4,1,0.53,0.52,0.45,0.46,240.0,220.0,217.0,261.0,20252026
2025-12-07,MIN,OTT,3,2,0.5,0.48,0.5,0.51,225.0,236.0,242.0,232.0,20252026
2025-12-07,PIT,SJS,5,6,0.49,0.5,0.43,0.46,242.0,287.0,208.0,310.0,20252026
2025-12-07,NYI,TBL,3,2,0.48,0.5,0.53,0.51,222.0,257.0,292.0,216.0,20252026
2025-12-07,TOR,EDM,3,6,0.49,0.47,0.55,0.54,267.0,229.0,259.0,235.0,20252026
2025-12-07,NYR,MTL,5,4,0.48,0.5,0.46,0.47,255.0,255.0,243.0,261.0,20252026
2025-12-07,PHI,CAR,3,4,0.51,0.48,0.55,0.59,232.0,283.0,266.0,230.0,20252026
2025-12-07,CBJ,VGK,2,3,0.48,0.49,0.54,0.51,267.0,267.0,274.0,214.0,20252026
2025-12-07,WPG,WSH,5,1,0.53,0.5,0.52,0.5,275.0,190.0,286.0,229.0,20252026
2025-12-07,CHI,DET,0,4,0.43,0.44,0.49,0.48,224.0,292.0,235.0,259.0,20252026
2025-12-07,DAL,FLA,0,4,0.52,0.5,0.55,0.56,275.0,222.0,246.0,223.0,20252026
2025-12-07,COL,NSH,4,2,0.53,0.54,0.51,0.52,273.0,231.0,212.0,274.0,20252026
2025-12-07,LAK,CGY,1,2,0.54,0.53,0.49,0.51,249.0,203.0,220.0,236.0,20252026
2025-12-08,NJD,VAN,1,2,0.53,0.52,0.49,0.49,240.0,220.0,233.0,251.0,20252026
2025-12-08,PIT,UTA,4,5,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-08,CAR,PHI,3,2,0.55,0.59,0.51,0.48,266.0,230.0,232.0,283.0,20252026
2025-12-08,MIN,BOS,6,2,0.5,0.48,0.48,0.48,225.0,236.0,222.0,271.0,20252026
2025-12-08,MTL,EDM,4,1,0.46,0.47,0.55,0.54,243.0,261.0,259.0,235.0,20252026
2025-12-08,SEA,BUF,1,3,0.47,0.48,0.48,0.5,245.0,262.0,265.0,287.0,20252026
2025-12-09,TBL,FLA,2,5,0.53,0.51,0.55,0.56,292.0,216.0,246.0,223.0,20252026
2025-12-09,NYR,ANA,1,4,0.48,0.5,0.45,0.46,255.0,255.0,217.0,261.0,20252026
2025-12-09,WPG,OTT,2,3,0.53,0.5,0.5,0.51,275.0,190.0,242.0,232.0,20252026
2025-12-09,STL,NSH,2,5,0.49,0.49,0.51,0.52,250.0,231.0,212.0,274.0,20252026
2025-12-09,DAL,LAK,4,1,0.52,0.5,0.54,0.53,275.0,222.0,249.0,203.0,20252026
2025-12-10,BOS,UTA,4,1,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-10,TOR,CHI,3,2,0.49,0.47,0.43,0.44,267.0,229.0,224.0,292.0,20252026
2025-12-10,MTL,PHI,1,4,0.46,0.47,0.51,0.48,243.0,261.0,232.0,283.0,20252026
2025-12-10,DET,NYI,3,2,0.49,0.48,0.48,0.5,235.0,259.0,222.0,257.0,20252026
2025-12-10,NYR,VAN,0,3,0.48,0.5,0.49,0.49,255.0,255.0,233.0,251.0,20252026
2025-12-10,CBJ,ANA,4,3,0.48,0.49,0.45,0.46,267.0,267.0,217.0,261.0,20252026
2025-12-10,PIT,EDM,4,6,0.49,0.5,0.55,0.54,242.0,287.0,259.0,235.0,20252026
2025-12-10,MIN,WSH,5,0,0.5,0.48,0.52,0.5,225.0,236.0,286.0,229.0,20252026
2025-12-10,SJS,CGY,6,3,0.43,0.46,0.49,0.51,208.0,310.0,220.0,236.0,20252026
2025-12-10,SEA,COL,3,5,0.47,0.48,0.53,0.54,245.0,262.0,273.0,231.0,20252026
2025-12-11,FLA,LAK,3,2,0.55,0.56,0.54,0.53,246.0,223.0,249.0,203.0,20252026
2025-12-11,DET,UTA,1,4,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-11,STL,WPG,1,0,0.49,0.49,0.53,0.5,250.0,231.0,275.0,190.0,20252026
2025-12-11,NSH,CAR,1,4,0.51,0.52,0.55,0.59,212.0,274.0,266.0,230.0,20252026
2025-12-11,VGK,NJD,1,2,0.54,0.51,0.53,0.52,274.0,214.0,240.0,220.0,20252026
2025-12-12,BOS,EDM,1,3,0.48,0.48,0.55,0.54,222.0,271.0,259.0,235.0,20252026
2025-12-12,MTL,CHI,4,1,0.46,0.47,0.43,0.44,243.0,261.0,224.0,292.0,20252026
2025-12-12,OTT,PIT,4,0,0.5,0.51,0.49,0.5,242.0,232.0,242.0,287.0,20252026
2025-12-12,TBL,LAK,1,2,0.53,0.51,0.54,0.53,292.0,216.0,249.0,203.0,20252026
2025-12-12,WSH,TOR,4,0,0.52,0.5,0.49,0.47,286.0,229.0,267.0,229.0,20252026
2025-12-12,CBJ,MIN,2,5,0.48,0.49,0.5,0.48,267.0,267.0,225.0,236.0,20252026
2025-12-12,BUF,PHI,5,3,0.48,0.5,0.51,0.48,265.0,287.0,232.0,283.0,20252026
2025-12-12,STL,NYR,1,2,0.49,0.49,0.48,0.5,250.0,231.0,255.0,255.0,20252026
2025-12-12,CGY,SEA,4,2,0.49,0.51,0.47,0.48,220.0,236.0,245.0,262.0,20252026
2025-12-12,SJS,DAL,3,5,0.43,0.46,0.52,0.5,208.0,310.0,275.0,222.0,20252026
2025-12-13,FLA,CAR,4,3,0.55,0.56,0.55,0.59,246.0,223.0,266.0,230.0,20252026
2025-12-13,NYI,VAN,1,4,0.48,0.5,0.49,0.49,222.0,257.0,233.0,251.0,20252026
2025-12-13,COL,WPG,3,2,0.53,0.54,0.53,0.5,273.0,231.0,275.0,190.0,20252026
2025-12-13,UTA,NJD,1,2,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-13,ANA,DAL,3,8,0.45,0.46,0.52,0.5,217.0,261.0,275.0,222.0,20252026
2025-12-14,NYR,PHI,5,4,0.48,0.5,0.51,0.48,255.0,255.0,232.0,283.0,20252026
2025-12-14,WSH,DET,2,5,0.52,0.5,0.49,0.48,286.0,229.0,235.0,259.0,20252026
2025-12-14,OTT,CHI,6,4,0.5,0.51,0.43,0.44,242.0,232.0,224.0,292.0,20252026
2025-12-14,MIN,EDM,5,2,0.5,0.48,0.55,0.54,225.0,236.0,259.0,235.0,20252026
2025-12-14,BUF,NYI,3,2,0.48,0.5,0.48,0.5,265.0,287.0,222.0,257.0,20252026
2025-12-14,FLA,STL,2,6,0.55,0.56,0.49,0.49,246.0,223.0,250.0,231.0,20252026
2025-12-14,BOS,VAN,4,5,0.48,0.48,0.49,0.49,222.0,271.0,233.0,251.0,20252026
2025-12-14,MTL,PIT,4,0,0.46,0.47,0.49,0.5,243.0,261.0,242.0,287.0,20252026
2025-12-14,TBL,CAR,6,4,0.53,0.51,0.55,0.59,292.0,216.0,266.0,230.0,20252026
2025-12-14,NSH,TOR,5,3,0.51,0.52,0.49,0.47,212.0,274.0,267.0,229.0,20252026
2025-12-14,CGY,VGK,6,3,0.49,0.51,0.54,0.51,220.0,236.0,274.0,214.0,20252026
2025-12-14,ANA,CBJ,4,3,0.45,0.46,0.48,0.49,217.0,261.0,267.0,267.0,20252026
2025-12-14,SJS,SEA,2,4,0.43,0.46,0.47,0.48,208.0,310.0,245.0,262.0,20252026
2025-12-15,DET,WSH,3,2,0.49,0.48,0.52,0.5,235.0,259.0,286.0,229.0,20252026
2025-12-15,MIN,COL,1,5,0.5,0.48,0.53,0.54,225.0,236.0,273.0,231.0,20252026
2025-12-15,BOS,OTT,2,6,0.48,0.48,0.5,0.51,222.0,271.0,242.0,232.0,20252026
2025-12-15,NJD,BUF,1,3,0.53,0.52,0.48,0.5,240.0,220.0,265.0,287.0,20252026
2025-12-15,PIT,MTL,4,3,0.49,0.5,0.46,0.47,242.0,287.0,243.0,261.0,20252026
2025-12-15,NSH,NYR,2,1,0.51,0.52,0.48,0.5,212.0,274.0,255.0,255.0,20252026
2025-12-15,DAL,TOR,5,1,0.52,0.5,0.49,0.47,275.0,222.0,267.0,229.0,20252026
2025-12-15,UTA,WPG,4,3,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-15,EDM,VGK,4,3,0.55,0.54,0.54,0.51,259.0,235.0,274.0,214.0,20252026
2025-12-16,TBL,STL,4,1,0.53,0.51,0.49,0.49,292.0,216.0,250.0,231.0,20252026
2025-12-16,PHI,VAN,5,2,0.51,0.48,0.49,0.49,232.0,283.0,233.0,251.0,20252026
2025-12-16,ANA,SEA,1,3,0.45,0.46,0.47,0.48,217.0,261.0,245.0,262.0,20252026
2025-12-16,LAK,CBJ,1,3,0.54,0.53,0.48,0.49,249.0,203.0,267.0,267.0,20252026
2025-12-17,TOR,PIT,6,3,0.49,0.47,0.49,0.5,267.0,229.0,242.0,287.0,20252026
2025-12-17,DET,DAL,4,3,0.49,0.48,0.52,0.5,235.0,259.0,275.0,222.0,20252026
2025-12-17,WSH,NYR,3,7,0.52,0.5,0.48,0.5,286.0,229.0,255.0,255.0,20252026
2025-12-17,BOS,MTL,2,6,0.48,0.48,0.46,0.47,222.0,271.0,243.0,261.0,20252026
2025-12-17,OTT,BUF,2,3,0.5,0.51,0.48,0.5,242.0,232.0,265.0,287.0,20252026
2025-12-17,NYI,NJD,2,1,0.48,0.5,0.53,0.52,222.0,257.0,240.0,220.0,20252026
2025-12-17,CAR,FLA,2,5,0.55,0.59,0.55,0.56,266.0,230.0,246.0,223.0,20252026
2025-12-17,MIN,NSH,2,3,0.5,0.48,0.51,0.52,225.0,236.0,212.0,274.0,20252026
2025-12-17,CHI,PHI,1,3,0.43,0.44,0.51,0.48,224.0,292.0,232.0,283.0,20252026
2025-12-17,COL,UTA,1,0,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-17,EDM,CGY,5,1,0.55,0.54,0.49,0.51,259.0,235.0,220.0,236.0,20252026
2025-12-17,VGK,SJS,7,2,0.54,0.51,0.43,0.46,274.0,214.0,208.0,310.0,20252026
2025-12-17,LAK,SEA,2,3,0.54,0.53,0.47,0.48,249.0,203.0,245.0,262.0,20252026
2025-12-21,NYI,NYR,2,0,0.48,0.5,0.48,0.5,222.0,257.0,255.0,255.0,20252026
2025-12-21,BUF,BOS,4,1,0.48,0.5,0.48,0.48,265.0,287.0,222.0,271.0,20252026
2025-12-21,TOR,OTT,7,5,0.49,0.47,0.5,0.51,267.0,229.0,242.0,232.0,20252026
2025-12-21,FLA,TBL,2,4,0.55,0.56,0.53,0.51,246.0,223.0,292.0,216.0,20252026
2025-12-21,NJD,WSH,3,4,0.53,0.52,0.52,0.5,240.0,220.0,286.0,229.0,20252026
2025-12-21,CAR,DET,5,2,0.55,0.59,0.49,0.48,266.0,230.0,235.0,259.0,20252026
2025-12-21,WPG,MIN,3,4,0.53,0.5,0.5,0.48,275.0,190.0,225.0,236.0,20252026
2025-12-21,STL,NSH,3,2,0.49,0.49,0.51,0.52,250.0,231.0,212.0,274.0,20252026
2025-12-21,DAL,CHI,3,4,0.52,0.5,0.43,0.44,275.0,222.0,224.0,292.0,20252026
2025-12-21,LAK,ANA,6,1,0.54,0.53,0.45,0.46,249.0,203.0,217.0,261.0,20252026
2025-12-21,CGY,EDM,3,2,0.49,0.51,0.55,0.54,220.0,236.0,259.0,235.0,20252026
2025-12-21,VAN,SJS,3,6,0.49,0.49,0.43,0.46,233.0,251.0,208.0,310.0,20252026
2025-12-21,VGK,COL,5,6,0.54,0.51,0.53,0.54,274.0,214.0,273.0,231.0,20252026
2025-12-22,TBL,MTL,5,4,0.53,0.51,0.46,0.47,292.0,216.0,243.0,261.0,20252026
2025-12-22,CBJ,NYI,4,2,0.48,0.49,0.48,0.5,267.0,267.0,222.0,257.0,20252026
2025-12-22,DET,TOR,3,2,0.49,0.48,0.49,0.47,235.0,259.0,267.0,229.0,20252026
2025-12-22,CHI,PIT,3,7,0.43,0.44,0.49,0.5,224.0,292.0,242.0,287.0,20252026
2025-12-22,SEA,PHI,4,1,0.47,0.48,0.51,0.48,245.0,262.0,232.0,283.0,20252026
2025-12-23,FLA,WSH,5,3,0.55,0.56,0.52,0.5,246.0,223.0,286.0,229.0,20252026
