date,home_team,away_team,home_gf,away_gf,home_xg_pct,home_cf_pct,away_xg_pct,away_cf_pct,home_goals_for,home_goals_against,away_goals_for,away_goals_against,season
2025-12-23,CAR,NYR,3,2,0.55,0.59,0.48,0.5,266.0,230.0,255.0,255.0,20252026
2025-12-23,OTT,CBJ,1,4,0.5,0.51,0.48,0.49,242.0,232.0,267.0,267.0,20252026
2025-12-23,WPG,EDM,1,3,0.53,0.5,0.55,0.54,275.0,190.0,259.0,235.0,20252026
2025-12-23,STL,BUF,2,4,0.49,0.49,0.48,0.5,250.0,231.0,265.0,287.0,20252026
2025-12-23,COL,LAK,5,2,0.53,0.54,0.54,0.53,273.0,231.0,249.0,203.0,20252026
2025-12-23,UTA,NSH,3,4,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-23,CGY,BOS,2,1,0.49,0.51,0.48,0.48,220.0,236.0,222.0,271.0,20252026
2025-12-23,VGK,MIN,2,5,0.54,0.51,0.5,0.48,274.0,214.0,225.0,236.0,20252026
2025-12-23,ANA,SJS,4,5,0.45,0.46,0.43,0.46,217.0,261.0,208.0,310.0,20252026
2025-12-23,SEA,VAN,2,3,0.47,0.48,0.49,0.49,245.0,262.0,233.0,251.0,20252026
2025-12-24,TOR,NJD,4,0,0.49,0.47,0.53,0.52,267.0,229.0,240.0,220.0,20252026
2025-12-24,FLA,MTL,2,3,0.55,0.56,0.46,0.47,246.0,223.0,243.0,261.0,20252026
2025-12-24,PIT,CAR,5,1,0.49,0.5,0.55,0.59,242.0,287.0,266.0,230.0,20252026
2025-12-24,CHI,NYI,2,3,0.43,0.44,0.48,0.5,224.0,292.0,222.0,257.0,20252026
2025-12-24,VAN,PHI,3,6,0.49,0.49,0.51,0.48,233.0,251.0,232.0,283.0,20252026
2025-12-25,WSH,NYR,6,3,0.52,0.5,0.48,0.5,286.0,229.0,255.0,255.0,20252026
2025-12-25,VGK,NSH,2,4,0.54,0.51,0.51,0.52,274.0,214.0,212.0,274.0,20252026
2025-12-25,ANA,TBL,3,4,0.45,0.46,0.53,0.51,217.0,261.0,292.0,216.0,20252026
2025-12-25,SJS,MIN,4,3,0.43,0.46,0.5,0.48,208.0,310.0,225.0,236.0,20252026
2025-12-25,DET,WPG,2,1,0.49,0.48,0.53,0.5,235.0,259.0,275.0,190.0,20252026
2025-12-25,CBJ,NJD,2,3,0.48,0.49,0.53,0.52,267.0,267.0,240.0,220.0,20252026
2025-12-25,DAL,BUF,1,4,0.52,0.5,0.48,0.5,275.0,222.0,265.0,287.0,20252026
2025-12-25,COL,STL,6,1,0.53,0.54,0.49,0.49,273.0,231.0,250.0,231.0,20252026
2025-12-25,CGY,PHI,5,1,0.49,0.51,0.51,0.48,220.0,236.0,232.0,283.0,20252026
2025-12-25,EDM,BOS,2,6,0.55,0.54,0.48,0.48,259.0,235.0,222.0,271.0,20252026
2025-12-26,OTT,WSH,4,3,0.5,0.51,0.52,0.5,242.0,232.0,286.0,229.0,20252026
2025-12-26,NYI,UTA,2,7,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-26,TOR,WPG,6,5,0.49,0.47,0.53,0.5,267.0,229.0,275.0,190.0,20252026
2025-12-26,PIT,DET,4,3,0.49,0.5,0.49,0.48,242.0,287.0,235.0,259.0,20252026
2025-12-26,CAR,MTL,5,7,0.55,0.59,0.46,0.47,266.0,230.0,243.0,261.0,20252026
2025-12-26,LAK,TBL,3,5,0.54,0.53,0.53,0.51,249.0,203.0,292.0,216.0,20252026
2025-12-26,CHI,DAL,4,3,0.43,0.44,0.52,0.5,224.0,292.0,275.0,222.0,20252026
2025-12-26,SEA,NSH,4,1,0.47,0.48,0.51,0.52,245.0,262.0,212.0,274.0,20252026
2025-12-27,STL,VGK,4,3,0.49,0.49,0.54,0.51,250.0,231.0,274.0,214.0,20252026
2025-12-27,FLA,NYR,1,5,0.55,0.56,0.48,0.5,246.0,223.0,255.0,255.0,20252026
2025-12-27,VAN,SEA,3,4,0.49,0.49,0.47,0.48,233.0,251.0,245.0,262.0,20252026
2025-12-27,ANA,MIN,2,5,0.45,0.46,0.5,0.48,217.0,261.0,225.0,236.0,20252026
2025-12-28,DET,PIT,1,4,0.49,0.48,0.49,0.5,235.0,259.0,242.0,287.0,20252026
2025-12-28,NJD,UTA,4,1,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-28,CBJ,BUF,5,1,0.48,0.49,0.48,0.5,267.0,267.0,265.0,287.0,20252026
2025-12-28,EDM,PHI,2,5,0.55,0.54,0.51,0.48,259.0,235.0,232.0,283.0,20252026
2025-12-28,STL,MTL,2,0,0.49,0.49,0.46,0.47,250.0,231.0,243.0,261.0,20252026
2025-12-28,SJS,TBL,3,7,0.43,0.46,0.53,0.51,208.0,310.0,292.0,216.0,20252026
2025-12-28,OTT,WPG,4,2,0.5,0.51,0.53,0.5,242.0,232.0,275.0,190.0,20252026
2025-12-28,NYI,TOR,4,3,0.48,0.5,0.49,0.47,222.0,257.0,267.0,229.0,20252026
2025-12-28,WSH,CHI,2,3,0.52,0.5,0.43,0.44,286.0,229.0,224.0,292.0,20252026
2025-12-28,CAR,COL,3,5,0.55,0.59,0.53,0.54,266.0,230.0,273.0,231.0,20252026
2025-12-28,CGY,NSH,3,4,0.49,0.51,0.51,0.52,220.0,236.0,212.0,274.0,20252026
2025-12-28,LAK,MIN,5,4,0.54,0.53,0.5,0.48,249.0,203.0,225.0,236.0,20252026
2025-12-28,VAN,BOS,2,3,0.49,0.49,0.48,0.48,233.0,251.0,222.0,271.0,20252026
2025-12-29,DAL,MTL,3,4,0.52,0.5,0.46,0.47,275.0,222.0,243.0,261.0,20252026
2025-12-29,CBJ,PIT,4,5,0.48,0.49,0.49,0.5,267.0,267.0,242.0,287.0,20252026
2025-12-29,FLA,COL,2,1,0.55,0.56,0.53,0.54,246.0,223.0,273.0,231.0,20252026
2025-12-29,NJD,CAR,1,3,0.53,0.52,0.55,0.59,240.0,220.0,266.0,230.0,20252026
2025-12-29,CHI,VGK,3,2,0.43,0.44,0.54,0.51,224.0,292.0,274.0,214.0,20252026
2025-12-30,NYR,UTA,2,3,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2025-12-30,WSH,ANA,7,4,0.52,0.5,0.45,0.46,286.0,229.0,217.0,261.0,20252026
2025-12-30,OTT,DET,3,5,0.5,0.51,0.49,0.48,242.0,232.0,235.0,259.0,20252026
2025-12-30,CGY,SEA,1,5,0.49,0.51,0.47,0.48,220.0,236.0,245.0,262.0,20252026
2025-12-30,LAK,MIN,4,2,0.54,0.53,0.5,0.48,249.0,203.0,225.0,236.0,20252026
2025-12-31,BUF,VAN,5,3,0.48,0.5,0.49,0.49,265.0,287.0,233.0,251.0,20252026
2025-12-31,TBL,COL,4,2,0.53,0.51,0.53,0.54,292.0,216.0,273.0,231.0,20252026
2025-12-31,PHI,ANA,5,2,0.51,0.48,0.45,0.46,232.0,283.0,217.0,261.0,20252026
2025-12-31,CAR,DAL,6,3,0.55,0.59,0.52,0.5,266.0,230.0,275.0,222.0,20252026
2025-12-31,NYI,NJD,9,0,0.48,0.5,0.53,0.52,222.0,257.0,240.0,220.0,20252026
2025-12-31,TOR,FLA,4,1,0.49,0.47,0.55,0.56,267.0,229.0,246.0,223.0,20252026
2025-12-31,WPG,VGK,3,4,0.53,0.5,0.54,0.51,275.0,190.0,274.0,214.0,20252026
2025-12-31,EDM,NSH,6,2,0.55,0.54,0.51,0.52,259.0,235.0,212.0,274.0,20252026
2025-12-31,SJS,CBJ,5,2,0.43,0.46,0.48,0.49,208.0,310.0,267.0,267.0,20252026
2025-12-31,SEA,BOS,7,4,0.47,0.48,0.48,0.48,245.0,262.0,222.0,271.0,20252026
2026-01-01,WSH,DAL,1,4,0.52,0.5,0.52,0.5,286.0,229.0,275.0,222.0,20252026
2026-01-01,MTL,CGY,4,1,0.46,0.47,0.49,0.51,243.0,261.0,220.0,236.0,20252026
2026-01-01,CHI,STL,7,3,0.43,0.44,0.49,0.49,224.0,292.0,250.0,231.0,20252026
2026-01-01,UTA,OTT,3,1,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-01,LAK,SJS,3,4,0.54,0.53,0.43,0.46,249.0,203.0,208.0,310.0,20252026
2026-01-02,BOS,CGY,4,1,0.48,0.48,0.49,0.51,222.0,271.0,220.0,236.0,20252026
2026-01-02,MTL,FLA,6,2,0.46,0.47,0.55,0.56,243.0,261.0,246.0,223.0,20252026
2026-01-02,DET,VAN,5,1,0.49,0.48,0.49,0.49,235.0,259.0,233.0,251.0,20252026
2026-01-02,NYR,BUF,2,5,0.48,0.5,0.48,0.5,255.0,255.0,265.0,287.0,20252026
2026-01-02,PHI,TOR,1,2,0.51,0.48,0.49,0.47,232.0,283.0,267.0,229.0,20252026
2026-01-02,PIT,NJD,4,1,0.49,0.5,0.53,0.52,242.0,287.0,240.0,220.0,20252026
2026-01-02,CAR,ANA,5,2,0.55,0.59,0.45,0.46,266.0,230.0,217.0,261.0,20252026
2026-01-02,NSH,NYI,2,1,0.51,0.52,0.48,0.5,212.0,274.0,222.0,257.0,20252026
2026-01-02,WPG,EDM,3,4,0.53,0.5,0.55,0.54,275.0,190.0,259.0,235.0,20252026
2026-01-02,COL,OTT,8,2,0.53,0.54,0.5,0.51,273.0,231.0,242.0,232.0,20252026
2026-01-02,VGK,CBJ,5,3,0.54,0.51,0.48,0.49,274.0,214.0,267.0,267.0,20252026
2026-01-02,SEA,MIN,2,3,0.47,0.48,0.5,0.48,245.0,262.0,225.0,236.0,20252026
2026-01-03,CHI,WSH,1,5,0.43,0.44,0.52,0.5,224.0,292.0,286.0,229.0,20252026
2026-01-03,WPG,LAK,5,1,0.53,0.5,0.54,0.53,275.0,190.0,249.0,203.0,20252026
2026-01-03,UTA,STL,4,2,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-04,BOS,NYR,10,2,0.48,0.48,0.48,0.5,222.0,271.0,255.0,255.0,20252026
2026-01-04,PIT,CGY,1,2,0.49,0.5,0.49,0.51,242.0,287.0,220.0,236.0,20252026
2026-01-04,COL,CBJ,4,0,0.53,0.54,0.48,0.49,273.0,231.0,267.0,267.0,20252026
2026-01-04,SJS,DAL,5,4,0.43,0.46,0.52,0.5,208.0,310.0,275.0,222.0,20252026
2026-01-04,BUF,ANA,5,3,0.48,0.5,0.45,0.46,265.0,287.0,217.0,261.0,20252026
2026-01-04,TOR,VAN,5,0,0.49,0.47,0.49,0.49,267.0,229.0,233.0,251.0,20252026
2026-01-04,MTL,DET,0,4,0.46,0.47,0.49,0.48,243.0,261.0,235.0,259.0,20252026
2026-01-04,OTT,FLA,2,3,0.5,0.51,0.55,0.56,242.0,232.0,246.0,223.0,20252026
2026-01-04,PHI,TBL,2,7,0.51,0.48,0.53,0.51,232.0,283.0,292.0,216.0,20252026
2026-01-04,CAR,SEA,3,2,0.55,0.59,0.47,0.48,266.0,230.0,245.0,262.0,20252026
2026-01-04,NSH,CHI,0,3,0.51,0.52,0.43,0.44,212.0,274.0,224.0,292.0,20252026
2026-01-04,MIN,NYI,3,4,0.5,0.48,0.48,0.5,225.0,236.0,222.0,257.0,20252026
2026-01-04,EDM,LAK,3,4,0.55,0.54,0.54,0.53,259.0,235.0,249.0,203.0,20252026
2026-01-04,VGK,STL,4,2,0.54,0.51,0.49,0.49,274.0,214.0,250.0,231.0,20252026
2026-01-05,WPG,NJD,4,3,0.53,0.5,0.53,0.52,275.0,190.0,240.0,220.0,20252026
2026-01-05,BOS,PIT,1,0,0.48,0.48,0.49,0.5,222.0,271.0,242.0,287.0,20252026
2026-01-05,NSH,WSH,3,2,0.51,0.52,0.52,0.5,212.0,274.0,286.0,229.0,20252026
2026-01-05,UTA,CBJ,2,3,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-05,SJS,VGK,2,7,0.43,0.46,0.54,0.51,208.0,310.0,274.0,214.0,20252026
2026-01-06,BUF,FLA,3,4,0.48,0.5,0.55,0.56,265.0,287.0,246.0,223.0,20252026
2026-01-06,DET,CAR,4,3,0.49,0.48,0.55,0.59,235.0,259.0,266.0,230.0,20252026
2026-01-06,NYR,SEA,2,4,0.48,0.5,0.47,0.48,255.0,255.0,245.0,262.0,20252026
2026-01-06,PHI,TBL,1,5,0.51,0.48,0.53,0.51,232.0,283.0,292.0,216.0,20252026
2026-01-06,MTL,VAN,6,3,0.46,0.47,0.49,0.49,243.0,261.0,233.0,251.0,20252026
2026-01-06,MIN,NJD,2,5,0.5,0.48,0.53,0.52,225.0,236.0,240.0,220.0,20252026
2026-01-06,CHI,EDM,1,4,0.43,0.44,0.55,0.54,224.0,292.0,259.0,235.0,20252026
2026-01-06,COL,TOR,3,4,0.53,0.54,0.49,0.47,273.0,231.0,267.0,229.0,20252026
2026-01-06,LAK,DAL,1,3,0.54,0.53,0.52,0.5,249.0,203.0,275.0,222.0,20252026
2026-01-07,OTT,VAN,2,1,0.5,0.51,0.49,0.49,242.0,232.0,233.0,251.0,20252026
2026-01-07,PIT,TBL,1,2,0.49,0.5,0.53,0.51,242.0,287.0,292.0,216.0,20252026
2026-01-07,WSH,MTL,3,2,0.52,0.5,0.46,0.47,286.0,229.0,243.0,261.0,20252026
2026-01-07,CBJ,CGY,5,3,0.48,0.49,0.49,0.51,267.0,267.0,220.0,236.0,20252026
2026-01-07,BOS,DET,3,0,0.48,0.48,0.49,0.48,222.0,271.0,235.0,259.0,20252026
2026-01-07,STL,CAR,3,0,0.49,0.49,0.55,0.59,250.0,231.0,266.0,230.0,20252026
2026-01-07,NSH,EDM,4,3,0.51,0.52,0.55,0.54,212.0,274.0,259.0,235.0,20252026
2026-01-07,WPG,NYI,5,4,0.53,0.5,0.48,0.5,275.0,190.0,222.0,257.0,20252026
2026-01-07,UTA,TOR,6,1,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-07,ANA,DAL,3,1,0.45,0.46,0.52,0.5,217.0,261.0,275.0,222.0,20252026
2026-01-08,NJD,SEA,3,2,0.53,0.52,0.47,0.48,240.0,220.0,245.0,262.0,20252026
2026-01-08,BUF,PHI,5,2,0.48,0.5,0.51,0.48,265.0,287.0,232.0,283.0,20252026
2026-01-08,NYR,OTT,4,8,0.48,0.5,0.5,0.51,255.0,255.0,242.0,232.0,20252026
2026-01-08,LAK,VGK,2,3,0.54,0.53,0.54,0.51,249.0,203.0,274.0,214.0,20252026
2026-01-09,BUF,MTL,5,3,0.48,0.5,0.46,0.47,265.0,287.0,243.0,261.0,20252026
2026-01-09,PIT,PHI,6,3,0.49,0.5,0.51,0.48,242.0,287.0,232.0,283.0,20252026
2026-01-09,WSH,SJS,2,3,0.52,0.5,0.43,0.46,286.0,229.0,208.0,310.0,20252026
2026-01-09,CBJ,VAN,4,1,0.48,0.49,0.49,0.49,267.0,267.0,233.0,251.0,20252026
2026-01-09,BOS,SEA,4,2,0.48,0.48,0.47,0.48,222.0,271.0,245.0,262.0,20252026
2026-01-09,MIN,WPG,2,6,0.5,0.48,0.53,0.5,225.0,236.0,275.0,190.0,20252026
2026-01-09,CHI,CGY,1,3,0.43,0.44,0.49,0.51,224.0,292.0,220.0,236.0,20252026
2026-01-09,UTA,DAL,2,1,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-09,EDM,NYI,0,1,0.55,0.54,0.48,0.5,259.0,235.0,222.0,257.0,20252026
2026-01-09,VGK,TOR,6,5,0.54,0.51,0.49,0.47,274.0,214.0,267.0,229.0,20252026
2026-01-10,DET,SJS,4,2,0.49,0.48,0.43,0.46,235.0,259.0,208.0,310.0,20252026
2026-01-10,CAR,FLA,9,1,0.55,0.59,0.55,0.56,266.0,230.0,246.0,223.0,20252026
2026-01-10,STL,TBL,3,2,0.49,0.49,0.53,0.51,250.0,231.0,292.0,216.0,20252026
2026-01-10,COL,NSH,3,7,0.53,0.54,0.51,0.52,273.0,231.0,212.0,274.0,20252026
2026-01-10,LAK,ANA,2,3,0.54,0.53,0.45,0.46,249.0,203.0,217.0,261.0,20252026
2026-01-11,BUF,MIN,4,5,0.48,0.5,0.5,0.48,265.0,287.0,225.0,236.0,20252026
2026-01-11,PHI,NYR,3,6,0.51,0.48,0.48,0.5,232.0,283.0,255.0,255.0,20252026
2026-01-11,CGY,NYI,4,2,0.49,0.51,0.48,0.5,220.0,236.0,222.0,257.0,20252026
2026-01-11,UTA,SEA,6,3,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-11,OTT,MTL,5,6,0.5,0.51,0.46,0.47,242.0,232.0,243.0,261.0,20252026
2026-01-11,NJD,CAR,1,4,0.53,0.52,0.55,0.59,240.0,220.0,266.0,230.0,20252026
2026-01-11,PIT,CBJ,3,4,0.49,0.5,0.48,0.49,242.0,287.0,267.0,267.0,20252026
2026-01-11,WSH,FLA,2,5,0.52,0.5,0.55,0.56,286.0,229.0,246.0,223.0,20252026
2026-01-11,WPG,TOR,3,4,0.53,0.5,0.49,0.47,275.0,190.0,267.0,229.0,20252026
2026-01-11,CHI,BOS,2,5,0.43,0.44,0.48,0.48,224.0,292.0,222.0,271.0,20252026
2026-01-11,VAN,EDM,0,6,0.49,0.49,0.55,0.54,233.0,251.0,259.0,235.0,20252026
2026-01-11,VGK,NSH,7,2,0.54,0.51,0.51,0.52,274.0,214.0,212.0,274.0,20252026
2026-01-11,ANA,LAK,2,1,0.45,0.46,0.54,0.53,217.0,261.0,249.0,203.0,20252026
2026-01-12,DAL,TBL,1,4,0.52,0.5,0.53,0.51,275.0,222.0,292.0,216.0,20252026
2026-01-12,DET,OTT,4,3,0.49,0.48,0.5,0.51,235.0,259.0,242.0,232.0,20252026
2026-01-12,EDM,STL,5,0,0.55,0.54,0.49,0.49,259.0,235.0,250.0,231.0,20252026
2026-01-13,CAR,BUF,2,1,0.55,0.59,0.48,0.5,266.0,230.0,265.0,287.0,20252026
2026-01-13,COL,WSH,5,2,0.53,0.54,0.52,0.5,273.0,231.0,286.0,229.0,20252026
2026-01-13,SEA,PIT,3,6,0.47,0.48,0.49,0.5,245.0,262.0,242.0,287.0,20252026
2026-01-13,FLA,SJS,1,4,0.55,0.56,0.43,0.46,246.0,223.0,208.0,310.0,20252026
2026-01-13,TOR,MIN,3,6,0.49,0.47,0.5,0.48,267.0,229.0,225.0,236.0,20252026
2026-01-13,VGK,PHI,1,2,0.54,0.51,0.51,0.48,274.0,214.0,232.0,283.0,20252026
2026-01-13,CHI,WPG,2,0,0.43,0.44,0.53,0.5,224.0,292.0,275.0,190.0,20252026
2026-01-13,CGY,NJD,1,2,0.49,0.51,0.53,0.52,220.0,236.0,240.0,220.0,20252026
2026-01-13,VAN,NYI,3,4,0.49,0.49,0.48,0.5,233.0,251.0,222.0,257.0,20252026
2026-01-13,ANA,NYR,5,3,0.45,0.46,0.48,0.5,217.0,261.0,255.0,255.0,20252026
2026-01-14,MTL,MIN,4,3,0.46,0.47,0.5,0.48,243.0,261.0,225.0,236.0,20252026
2026-01-14,TBL,SJS,4,1,0.53,0.51,0.43,0.46,292.0,216.0,208.0,310.0,20252026
2026-01-14,CBJ,OTT,1,4,0.48,0.49,0.5,0.51,267.0,267.0,242.0,232.0,20252026
2026-01-14,DAL,BOS,6,2,0.52,0.5,0.48,0.48,275.0,222.0,222.0,271.0,20252026
2026-01-14,NSH,BUF,3,5,0.51,0.52,0.48,0.5,212.0,274.0,265.0,287.0,20252026
2026-01-14,WPG,STL,3,1,0.53,0.5,0.49,0.49,275.0,190.0,250.0,231.0,20252026
2026-01-14,EDM,NJD,1,2,0.55,0.54,0.53,0.52,259.0,235.0,240.0,220.0,20252026
2026-01-14,LAK,NYR,4,3,0.54,0.53,0.48,0.5,249.0,203.0,255.0,255.0,20252026
2026-01-15,TOR,DET,1,2,0.49,0.47,0.49,0.48,267.0,229.0,235.0,259.0,20252026
2026-01-15,COL,ANA,1,2,0.53,0.54,0.45,0.46,273.0,231.0,217.0,261.0,20252026
2026-01-15,UTA,PHI,5,4,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-15,CGY,PIT,1,4,0.49,0.51,0.49,0.5,220.0,236.0,242.0,287.0,20252026
2026-01-15,SEA,NYI,4,1,0.47,0.48,0.48,0.5,245.0,262.0,222.0,257.0,20252026
2026-01-15,VAN,WSH,4,3,0.49,0.49,0.52,0.5,233.0,251.0,286.0,229.0,20252026
2026-01-16,BOS,VGK,4,3,0.48,0.48,0.54,0.51,222.0,271.0,274.0,214.0,20252026
2026-01-16,MTL,BUF,2,4,0.46,0.47,0.48,0.5,243.0,261.0,265.0,287.0,20252026
2026-01-16,CAR,CHI,3,4,0.55,0.59,0.43,0.44,266.0,230.0,224.0,292.0,20252026
2026-01-16,CBJ,DAL,1,0,0.48,0.49,0.52,0.5,267.0,267.0,275.0,222.0,20252026
2026-01-16,NSH,OTT,5,3,0.51,0.52,0.5,0.51,212.0,274.0,242.0,232.0,20252026
2026-01-16,WPG,FLA,1,2,0.53,0.5,0.55,0.56,275.0,190.0,246.0,223.0,20252026
2026-01-16,EDM,PIT,2,6,0.55,0.54,0.49,0.5,259.0,235.0,242.0,287.0,20252026
2026-01-16,MIN,DET,4,3,0.5,0.48,0.49,0.48,225.0,236.0,235.0,259.0,20252026
2026-01-17,TOR,VGK,3,6,0.49,0.47,0.54,0.51,267.0,229.0,274.0,214.0,20252026
2026-01-17,CHI,TBL,1,2,0.43,0.44,0.53,0.51,224.0,292.0,292.0,216.0,20252026
2026-01-17,DAL,STL,3,2,0.52,0.5,0.49,0.49,275.0,222.0,250.0,231.0,20252026
2026-01-17,COL,PHI,3,7,0.53,0.54,0.51,0.48,273.0,231.0,232.0,283.0,20252026
2026-01-17,CGY,WSH,1,3,0.49,0.51,0.52,0.5,220.0,236.0,286.0,229.0,20252026
2026-01-17,VAN,NJD,4,5,0.49,0.49,0.53,0.52,233.0,251.0,240.0,220.0,20252026
2026-01-17,SJS,NYR,3,1,0.43,0.46,0.48,0.5,208.0,310.0,255.0,255.0,20252026
2026-01-17,SEA,ANA,2,4,0.47,0.48,0.45,0.46,245.0,262.0,217.0,261.0,20252026
2026-01-18,NYI,BUF,0,5,0.48,0.5,0.48,0.5,222.0,257.0,265.0,287.0,20252026
2026-01-18,NSH,UTA,2,5,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-18,BOS,MTL,4,3,0.48,0.48,0.46,0.47,222.0,271.0,243.0,261.0,20252026
2026-01-18,OTT,CAR,1,4,0.5,0.51,0.55,0.59,242.0,232.0,266.0,230.0,20252026
2026-01-18,CBJ,TBL,8,5,0.48,0.49,0.53,0.51,267.0,267.0,292.0,216.0,20252026
2026-01-18,WPG,DET,1,5,0.53,0.5,0.49,0.48,275.0,190.0,235.0,259.0,20252026
2026-01-18,STL,LAK,4,5,0.49,0.49,0.54,0.53,250.0,231.0,249.0,203.0,20252026
2026-01-18,MIN,FLA,3,4,0.5,0.48,0.55,0.56,225.0,236.0,246.0,223.0,20252026
2026-01-18,EDM,WSH,6,5,0.55,0.54,0.52,0.5,259.0,235.0,286.0,229.0,20252026
2026-01-19,TOR,COL,1,4,0.49,0.47,0.53,0.54,267.0,229.0,273.0,231.0,20252026
2026-01-19,SEA,NJD,4,2,0.47,0.48,0.53,0.52,245.0,262.0,240.0,220.0,20252026
2026-01-19,OTT,VGK,7,1,0.5,0.51,0.54,0.51,242.0,232.0,274.0,214.0,20252026
2026-01-19,VAN,PIT,2,3,0.49,0.49,0.49,0.5,233.0,251.0,242.0,287.0,20252026
2026-01-19,CHI,FLA,1,5,0.43,0.44,0.55,0.56,224.0,292.0,246.0,223.0,20252026
2026-01-19,CGY,ANA,3,4,0.49,0.51,0.45,0.46,220.0,236.0,217.0,261.0,20252026
2026-01-20,TBL,UTA,2,0,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-20,NYR,BOS,4,3,0.48,0.5,0.48,0.48,255.0,255.0,222.0,271.0,20252026
2026-01-20,PHI,NYI,0,4,0.51,0.48,0.48,0.5,232.0,283.0,222.0,257.0,20252026
2026-01-20,EDM,ANA,7,4,0.55,0.54,0.45,0.46,259.0,235.0,217.0,261.0,20252026
2026-01-21,BOS,NSH,3,2,0.48,0.48,0.51,0.52,222.0,271.0,212.0,274.0,20252026
2026-01-21,TOR,BUF,4,7,0.49,0.47,0.48,0.5,267.0,229.0,265.0,287.0,20252026
2026-01-21,MTL,VGK,3,2,0.46,0.47,0.54,0.51,243.0,261.0,274.0,214.0,20252026
2026-01-21,DET,LAK,1,3,0.49,0.48,0.54,0.53,235.0,259.0,249.0,203.0,20252026
2026-01-21,FLA,UTA,3,4,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-21,NJD,WPG,3,4,0.53,0.52,0.53,0.5,240.0,220.0,275.0,190.0,20252026
2026-01-21,STL,DAL,3,4,0.49,0.49,0.52,0.5,250.0,231.0,275.0,222.0,20252026
2026-01-21,MIN,CHI,4,3,0.5,0.48,0.43,0.44,225.0,236.0,224.0,292.0,20252026
2026-01-21,VAN,SJS,2,5,0.49,0.49,0.43,0.46,233.0,251.0,208.0,310.0,20252026
2026-01-21,SEA,WSH,5,1,0.47,0.48,0.52,0.5,245.0,262.0,286.0,229.0,20252026
2026-01-22,NYI,NYR,5,2,0.48,0.5,0.48,0.5,222.0,257.0,255.0,255.0,20252026
2026-01-22,CBJ,PHI,5,3,0.48,0.49,0.51,0.48,267.0,267.0,232.0,283.0,20252026
2026-01-22,OTT,COL,5,2,0.5,0.51,0.53,0.54,242.0,232.0,273.0,231.0,20252026
2026-01-23,BOS,PHI,6,3,0.48,0.48,0.51,0.48,222.0,271.0,232.0,283.0,20252026
2026-01-23,BUF,LAK,4,1,0.48,0.5,0.54,0.53,265.0,287.0,249.0,203.0,20252026
2026-01-23,MTL,COL,7,3,0.46,0.47,0.53,0.54,243.0,261.0,273.0,231.0,20252026
2026-01-23,TBL,WPG,4,1,0.53,0.51,0.53,0.5,292.0,216.0,275.0,190.0,20252026
2026-01-23,NJD,NSH,3,2,0.53,0.52,0.51,0.52,240.0,220.0,212.0,274.0,20252026
2026-01-23,NYR,NYI,1,2,0.48,0.5,0.48,0.5,255.0,255.0,222.0,257.0,20252026
2026-01-23,PIT,CHI,6,2,0.49,0.5,0.43,0.44,242.0,287.0,224.0,292.0,20252026
2026-01-23,CAR,UTA,5,4,0.5,0.5,0.5,0.5,250.0,250.0,250.0,250.0,20252026
2026-01-23,DET,WSH,3,4,0.49,0.48,0.52,0.5,235.0,259.0,286.0,229.0,20252026
2026-01-23,STL,FLA,5,4,0.49,0.49,0.55,0.56,250.0,231.0,246.0,223.0,20252026
2026-01-23,MIN,CGY,4,1,0.5,0.48,0.49,0.51,225.0,236.0,220.0,236.0,20252026
2026-01-23,EDM,SJS,4,3,0.55,0.54,0.43,0.46,259.0,235.0,208.0,310.0,20252026
2026-01-23,VAN,ANA,2,0,0.49,0.49,0.45,0.46,233.0,251.0,217.0,261.0,20252026
2026-01-23,VGK,DAL,4,5,0.54,0.51,0.52,0.5,274.0,214.0,275.0,222.0,20252026
2026-01-23,SEA,TOR,5,2,0.47,0.48,0.49,0.47,245.0,262.0,267.0,229.0,20252026
2026-01-24,CHI,CBJ,2,4,0.43,0.44,0.48,0.49,224.0,292.0,267.0,267.0,20252026
2026-01-25,PHI,LAK,2,3,0.51,0.48,0.54,0.53,232.0,283.0,249.0,203.0,20252026
2026-01-25,DET,COL,0,5,0.49,0.48,0.53,0.54,235.0,259.0,273.0,231.0,20252026
